"","type","by","post_id","post_link","post_message","picture","full_picture","link","link_domain","post_published","post_published_unix","post_published_sql","likes_count_fb","comments_count_fb","reactions_count_fb","shares_count_fb","engagement_fb","source"
"27","video","post_page_889307941125736","889307941125736_1321601181229741","https://www.facebook.com/889307941125736/posts/1321601181229741"," Hoy  les pido su voto. Mañana  hagamos historia juntos  —Hillary hillaryclinton.com/buscador","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14926638_1321605107896015_2887772174007926784_n.jpg?oh=dd0c5f1ef452da02e7d683a15b209837&oe=5AA08E88","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14926638_1321605107896015_2887772174007926784_n.jpg?oh=a6be60db789514ea5fa9fb2d0c32dfa4&oe=5AA3CAAA","https://www.facebook.com/hillaryclinton/videos/1321601181229741/","facebook.com","2016-11-08T06:20:28+0000",1478586028,"2016-11-08 07:20:28",87214,8082,103931,13639,125652,"Hillary Clinton"
"28","video","post_page_889307941125736","889307941125736_1321546211235238","https://www.facebook.com/889307941125736/posts/1321546211235238","hillaryclinton.com/locate","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/14992398_1321546401235219_260373643471618048_n.jpg?oh=184765dc2dcf024a4ffe797a34fce16e&oe=5A8C85AF","https://scontent.xx.fbcdn.net/v/t15.0-10/14992398_1321546401235219_260373643471618048_n.jpg?oh=fe25956b53aed745b51c22c1f28809fb&oe=5A9EF951","https://www.facebook.com/hillaryclinton/videos/1321546211235238/","facebook.com","2016-11-08T05:15:06+0000",1478582106,"2016-11-08 06:15:06",75481,6079,87570,13519,107168,"Hillary Clinton"
"29","video","post_page_889307941125736","889307941125736_1321535184569674","https://www.facebook.com/889307941125736/posts/1321535184569674","Join Hillary for her last rally of the campaign in Raleigh  North Carolina:","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14926484_1321607487895777_7252218017788985344_n.jpg?oh=02fab17dc381df0b7f8716b47e0d4927&oe=5A91C47B","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14926484_1321607487895777_7252218017788985344_n.jpg?oh=b7f00b81562c2ae3e1f62c5f7f624d08&oe=5A967B59","https://www.facebook.com/hillaryclinton/videos/1321535184569674/","facebook.com","2016-11-08T05:07:37+0000",1478581657,"2016-11-08 06:07:37",143790,160822,235837,29171,425830,"Hillary Clinton"
"30","photo","post_page_889307941125736","889307941125736_1321518994571293","https://www.facebook.com/889307941125736/posts/1321518994571293","Stronger together.","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14992056_1321518994571293_5705571691203681452_n.jpg?oh=00a073c321ab40982d8a30fe94eb030a&oe=5AD65EC3","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14992056_1321518994571293_5705571691203681452_n.jpg?oh=04dea78824269539f0efaf86e3e7193b&oe=5A94AED6","https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1321518994571293/?type=3","facebook.com","2016-11-08T04:54:57+0000",1478580897,"2016-11-08 05:54:57",183246,6082,209284,10687,226053,"Hillary Clinton"
"31","video","post_page_889307941125736","889307941125736_1321152974607895","https://www.facebook.com/889307941125736/posts/1321152974607895"," You want to give me a good send off? Go vote!  —President Obama hillaryclinton.com/makeaplan","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14926252_1321172231272636_4778387120957947904_n.jpg?oh=591f67097b930a6297475e187b099832&oe=5AA04F72","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14926252_1321172231272636_4778387120957947904_n.jpg?oh=3bb3c08c269ce13052a4ee6172902eb3&oe=5A903E50","https://www.facebook.com/hillaryclinton/videos/1321152974607895/","facebook.com","2016-11-08T03:35:00+0000",1478576100,"2016-11-08 04:35:00",72646,5638,82594,7731,95963,"Hillary Clinton"
"32","photo","post_page_889307941125736","889307941125736_1320684274654765","https://www.facebook.com/889307941125736/posts/1320684274654765"," Let’s make history!  —Hillary","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14915166_1320684274654765_3178113474698211207_n.jpg?oh=0f637c9762f9e46a653b316dbb9d331e&oe=5A8E32DA","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14915166_1320684274654765_3178113474698211207_n.jpg?oh=4fb8816f8cd6d6b71469dafca56f1968&oe=5AD371CF","https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1320684274654765/?type=3","facebook.com","2016-11-08T02:38:53+0000",1478572733,"2016-11-08 03:38:53",249948,13505,287996,22532,324033,"Hillary Clinton"
"33","video","post_page_889307941125736","889307941125736_1320561358000390","https://www.facebook.com/889307941125736/posts/1320561358000390","You don’t want to miss this one: Join Hillary  President Obama  First Lady Michelle Obama  President Bill Clinton  and Chelsea Clinton live in Philly on the eve of Election Day.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14926586_1320680397988486_575126323144425472_n.jpg?oh=1fe44ac955c9f34c2e7e643fedc4b57f&oe=5A8B9D51","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14926586_1320680397988486_575126323144425472_n.jpg?oh=82fd205e476c717418e704d9cdf864c3&oe=5AA905EB","https://www.facebook.com/hillaryclinton/videos/1320561358000390/","facebook.com","2016-11-08T01:36:31+0000",1478568991,"2016-11-08 02:36:31",291571,365003,500643,82463,948109,"Hillary Clinton"
"34","video","post_page_889307941125736","889307941125736_1320488274674365","https://www.facebook.com/889307941125736/posts/1320488274674365","Latino voters are turning out in record numbers to vote. Will you be part of this? Confirm where you ll vote tomorrow: hillaryclinton.com/locate","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14926711_1320490571340802_792710246828081152_n.jpg?oh=efb4cf85fbb852c19ad280f4ed643582&oe=5A94E48A","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14926711_1320490571340802_792710246828081152_n.jpg?oh=515c2282dbdd1089f170b7082444d0f0&oe=5A9A8C30","https://www.facebook.com/hillaryclinton/videos/1320488274674365/","facebook.com","2016-11-08T00:55:21+0000",1478566521,"2016-11-08 01:55:21",37086,7822,44027,9180,61029,"Hillary Clinton"
"35","photo","post_page_889307941125736","889307941125736_1320311824692010","https://www.facebook.com/889307941125736/posts/1320311824692010","Tomorrow  we have the chance to stand up for the America we believe in. Share this if you re voting. hillaryclinton.com/makeaplan","https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/14937448_1320311824692010_5636088247253002796_n.jpg?oh=eb6c64259b74065b95d84e0e9281760b&oe=5AA467D2","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/14937448_1320311824692010_5636088247253002796_n.jpg?oh=85286ef9011db69409e83d3deaa254f6&oe=5A97F1C7","https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1320311824692010/?type=3","facebook.com","2016-11-07T23:49:32+0000",1478562572,"2016-11-08 00:49:32",222950,14282,252005,47752,314039,"Hillary Clinton"
"36","photo","post_page_889307941125736","889307941125736_1320209508035575","https://www.facebook.com/889307941125736/posts/1320209508035575"," When Hillary was young  her mom taught her the Methodist Creed:  Do all the good you can  for all the people you can  in all the ways you can  as long as you ever can. That’s her North Star. That’s what guides her. She believes in that. She believes we can summon what’s best in each of us and make this country better for all of us.    That’s what America is about. We are a country like no other not because of the size of our skyscrapers or the power of our armies  but because we are a place founded for the sake of an idea.  We hold these truths to be self-evident  that all men are created equal  endowed by our Creator with certain inalienable rights.  We don’t have to be born into wealth or privilege in this country. We don’t have to practice a certain faith. We don’t have to have a certain last name. We just have to be willing to contribute. We just have to be willing to put our shoulder to the wheel of history  and we can be a part of this community that we call America.    That’s what drove patriots to choose revolution over tyranny. That’s what led GIs to liberate a continent. That’s what gave women the courage to reach for the ballot. That’s what gave marchers the courage to cross a bridge in Selma. That’s what allowed workers to organize for collective bargaining and better wages. That’s what made America exceptional. That’s what makes America great.    In other words  America depends on you—you  all of you. America has never been about what one person says he’ll do for us. I didn’t say  Yes  I can.  I said   Yes  we can.  It’s about what can be achieved by us  each of us  together  through that hard  slow  and  yes  sometimes frustrating work of self-government. That means all of us.  —President Obama","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14947971_1320209508035575_4280245688406041852_n.jpg?oh=3ea9b607db18fcf51ddc7e7497aeaa68&oe=5AA6E2ED","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14947971_1320209508035575_4280245688406041852_n.jpg?oh=2142e1a421c4b2b0383a16f3a854a9fd&oe=5AA0DFF8","https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1320209508035575/?type=3","facebook.com","2016-11-07T22:19:27+0000",1478557167,"2016-11-07 23:19:27",56376,7519,64760,7103,79382,"Hillary Clinton"
"37","video","post_page_889307941125736","889307941125736_1320118481378011","https://www.facebook.com/889307941125736/posts/1320118481378011"," Look how far we ve come from having no voice to being on the brink of making history.  —Beyoncé hillaryclinton.com/locate","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14926436_1320120051377854_4584683335699136512_n.jpg?oh=eceefd60cafbfa88a826da8c68787a63&oe=5A9282EC","https://scontent.xx.fbcdn.net/v/t15.0-10/14926436_1320120051377854_4584683335699136512_n.jpg?oh=88b51d4bdd9564d77e7c7fae84c99bde&oe=5AD3D297","https://www.facebook.com/hillaryclinton/videos/1320118481378011/","facebook.com","2016-11-07T20:40:48+0000",1478551248,"2016-11-07 21:40:48",45301,6827,53628,7337,67792,"Hillary Clinton"
"38","photo","post_page_889307941125736","889307941125736_1319931024730090","https://www.facebook.com/889307941125736/posts/1319931024730090","Share this if you know someone who needs to see it. hillaryclinton.com/locate","https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/15027963_1319931024730090_8673106944821115077_n.jpg?oh=d63ef0b7efbb9589a150942d3584188f&oe=5AA8B2D0","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/15027963_1319931024730090_8673106944821115077_n.jpg?oh=1a285fb62b2e4373c81ca7f90e0abcb1&oe=5A9E9AC5","https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1319931024730090/?type=3","facebook.com","2016-11-07T18:30:58+0000",1478543458,"2016-11-07 19:30:58",138180,14989,160849,36038,211876,"Hillary Clinton"
"39","video","post_page_889307941125736","889307941125736_1319779711411888","https://www.facebook.com/889307941125736/posts/1319779711411888"," Today  I m asking for your vote. Tomorrow  let s make history together.  —Hillary hillaryclinton.com/locate","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14992375_1319782874744905_1883125898375331840_n.jpg?oh=ebba8e0b9382cb18ae3985f8cf3472e6&oe=5A94FB60","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14992375_1319782874744905_1883125898375331840_n.jpg?oh=7b2a5ba236bb09d536e54dc6771463fc&oe=5A9B2D42","https://www.facebook.com/hillaryclinton/videos/1319779711411888/","facebook.com","2016-11-07T17:14:56+0000",1478538896,"2016-11-07 18:14:56",256726,27002,315501,115120,457623,"Hillary Clinton"
"40","link","post_page_889307941125736","889307941125736_1319682154754977","https://www.facebook.com/889307941125736/posts/1319682154754977"," Women s rights are human rights —and 133 more reasons Hillary should be our next president.","https://external.xx.fbcdn.net/safe_image.php?d=AQDrTmf1_YYOpauE&w=130&h=130&url=https%3A%2F%2Fm.hrc.onl%2Fsecretary%2F05-feed%2F00-launch%2F112-reasons%2F112things-fb-share.jpg&cfs=1&sx=188&sy=0&sw=467&sh=467&_nc_hash=AQC-mnSxRR7ePS_1","https://external.xx.fbcdn.net/safe_image.php?d=AQDxsmpwypCUEgED&url=https%3A%2F%2Fm.hrc.onl%2Fsecretary%2F05-feed%2F00-launch%2F112-reasons%2F112things-fb-share.jpg&_nc_hash=AQBK9pMYjfao40OQ","http://hrc.io/2f9SQs4","hrc.io","2016-11-07T16:06:27+0000",1478534787,"2016-11-07 17:06:27",59836,7116,67485,6940,81541,"Hillary Clinton"
"41","video","post_page_889307941125736","889307941125736_1319511201438739","https://www.facebook.com/889307941125736/posts/1319511201438739","Our children and grandchildren will look back at the choice we make on Tuesday. Let s make them proud. hillaryclinton.com/locate","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14992301_1319515011438358_5734784300922961920_n.jpg?oh=2a762ce2cec11a6070cf42c520e303ed&oe=5A9E3DD8","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14992301_1319515011438358_5734784300922961920_n.jpg?oh=71d0d3777946fc57295023240d1f88d5&oe=5A959DFA","https://www.facebook.com/hillaryclinton/videos/1319511201438739/","facebook.com","2016-11-07T15:03:01+0000",1478530981,"2016-11-07 16:03:01",35659,6502,40410,6195,53107,"Hillary Clinton"
"42","link","post_page_889307941125736","889307941125736_1319379558118570","https://www.facebook.com/889307941125736/posts/1319379558118570","Tomorrow caps an amazing journey  but the work we have to do is just beginning. What I’ve seen these past 17 months makes it clear to me that we’re up to the challenge  because we truly are stronger together.","https://external.xx.fbcdn.net/safe_image.php?d=AQB-9tRsbmAg7Kbc&w=130&h=130&url=https%3A%2F%2Fm.hrc.onl%2Fsecretary%2F05-feed%2F06-Nov%2F09-hrc-ca%2Fhrc-closing-feed-fb-share.jpg&cfs=1&sx=268&sy=0&sw=627&sh=627&_nc_hash=AQA1HwPxFIZhgr5y","https://external.xx.fbcdn.net/safe_image.php?d=AQAdf06UUIMtAzNE&url=https%3A%2F%2Fm.hrc.onl%2Fsecretary%2F05-feed%2F06-Nov%2F09-hrc-ca%2Fhrc-closing-feed-fb-share.jpg&_nc_hash=AQDsy5wy-JvPAgR8","http://hrc.io/2fTyTXP","hrc.io","2016-11-07T13:34:36+0000",1478525676,"2016-11-07 14:34:36",46127,6902,52077,2885,61864,"Hillary Clinton"
